SALESORDERID,SALESORDERITEM,PRODUCTID,QUANTITY,QUANTITYUNIT
200000195,10,MZ-FG-C990,10,EA
200000195,20,MZ-FG-C950,7,EA
200000195,30,MZ-FG-C10,6,EA
200000195,40,MZ-TG-SR01,5,EA
200000195,50,MZ-FG-C20,8,EA
200000196,10,FG226,6,EA
200000196,20,MZ-TG-A20,8,EA
200000196,30,MZ-FG-R200,6,EA
200000196,40,MZ-FG-E17,6,EA
200000196,50,FG226,10,EA
200000196,60,MZ-TG-SR01,8,EA
200000197,10,MZ-FG-M550,8,EA
200000198,10,MZ-TG-Y200,10,EA
200000198,20,MZ-FG-E17,4,EA
200000198,30,MZ-TG-A20,8,EA
200000198,40,MZ-FG-R300,5,EA
200000198,50,MZ-FG-E102,6,EA
200000199,10,MZ-TG-A26,2,EA
200000199,20,MZ-FG-E102,2,EA
200000199,30,MZ-FG-E15,1,EA
200000199,40,MZ-TG-SR01,7,EA
200000199,50,MZ-FG-C950,6,EA
200000199,60,MZ-TG-A20,9,EA
200000200,10,MZ-TG-Y120,2,EA
200000201,10,MZ-FG-R100,6,EA
200000202,10,TG11,9,EA
200000202,20,MZ-FG-P010,3,EA
200000202,30,MZ-FG-R200,1,EA
200000202,40,MZ-TG-A20,2,EA
200000202,50,MZ-FG-C950,6,EA
200000202,60,MZ-FG-E108,1,EA
200000203,10,MZ-FG-M525,1,EA
200000204,10,MZ-TG-A26,5,EA
200000204,20,MZ-FG-M525,7,EA
200000204,30,MZ-FG-E103,3,EA
200000205,10,MZ-TG-A26,7,EA
200000205,20,MZ-TG-Y240,8,EA
200000205,30,MZ-FG-C10,5,EA
200000205,40,TG11,7,EA
200000205,50,MZ-FG-C900,9,EA
200000206,10,MZ-TG-Y200,6,EA
200000206,20,MZ-FG-P010,7,EA
200000206,30,MZ-FG-R200,8,EA
200000206,40,MZ-TG-E202,10,EA
200000206,50,MZ-FG-P010,3,EA
200000206,60,MZ-TG-Y200,6,EA
200000207,10,MZ-TG-SR01,10,EA
200000207,20,MZ-FG-C990,4,EA
200000207,30,FG226,8,EA
200000207,40,M1,8,EA
200000207,50,MZ-FG-C900,3,EA
200000208,10,MZ-FG-C990,7,EA
200000208,20,MZ-FG-C900,10,EA
200000209,10,FG226,10,EA
200000209,20,MZ-FG-E17,6,EA
200000210,10,MZ-TG-SR01,2,EA
200000210,20,MZ-FG-C21,5,EA
200000210,30,MZ-FG-P010,4,EA
200000210,40,MZ-TG-E202,5,EA
200000210,50,MZ-TG-SR01,1,EA
200000210,60,M1,5,EA
200000211,10,MZ-TG-E202,6,EA
200000211,20,MZ-FG-C900,2,EA
200000211,30,MZ-TG-Y200,8,EA
200000211,40,MZ-FG-M525,7,EA
200000211,50,MZ-FG-C900,6,EA
200000212,10,MZ-FG-R300,10,EA
200000212,20,MZ-FG-R300,7,EA
200000212,30,MZ-TG-A20,7,EA
200000212,40,MZ-FG-C990,9,EA
200000212,50,FG226,6,EA
200000213,10,M1,2,EA
200000213,20,MZ-FG-C10,2,EA
200000213,30,MZ-FG-E103,4,EA
200000213,40,MZ-TG-A20,6,EA
200000213,50,MZ-FG-R100,9,EA
200000213,60,MZ-FG-E108,3,EA
200000214,10,MZ-FG-M525,1,EA
200000214,20,MZ-FG-C20,7,EA
200000214,30,MZ-FG-R200,2,EA
200000214,40,MZ-FG-E16,2,EA
200000214,50,M-01,9,EA
200000214,60,MZ-TG-A25,6,EA
200000215,10,MZ-FG-C21,3,EA
200000215,20,MZ-TG-A26,6,EA
200000215,30,MZ-TG-SR01,4,EA
200000215,40,MZ-FG-E103,3,EA
200000216,10,CM-FL-V00,8,EA
200000217,10,MZ-TG-Y240,10,EA
200000217,20,M1,9,EA
200000217,30,MZ-FG-E16,6,EA
200000217,40,M1,5,EA
200000218,10,MZ-TG-A25,9,EA
200000218,20,MZ-FG-E108,2,EA
200000218,30,MZ-FG-E103,8,EA
200000219,10,MZ-TG-E202,5,EA
200000219,20,MZ-FG-E102,3,EA
200000219,30,MZ-FG-C20,10,EA
200000219,40,MZ-FG-R200,1,EA
200000219,50,TG11,8,EA
200000220,10,MZ-TG-E202,1,EA
200000220,20,MZ-TG-A27,10,EA
200000220,30,MZ-TG-SR01,7,EA
200000220,40,MZ-FG-C20,1,EA
200000221,10,MZ-FG-E101,10,EA
200000221,20,MZ-FG-C10,8,EA
200000221,30,MZ-FG-E15,9,EA
200000221,40,MZ-TG-Y120,10,EA
200000221,50,MZ-FG-E101,6,EA
200000222,10,MZ-FG-M550,2,EA
200000222,20,MZ-FG-C900,4,EA
200000222,30,MZ-TG-A20,9,EA
200000222,40,MZ-FG-E108,9,EA
200000222,50,MZ-FG-R200,10,EA
200000223,10,MZ-TG-A27,7,EA
200000223,20,MZ-FG-E101,1,EA
200000223,30,MZ-FG-C21,1,EA
200000223,40,MZ-FG-C21,7,EA
200000223,50,MZ-FG-R300,6,EA
200000223,60,MZ-FG-C900,3,EA
200000224,10,MZ-TG-A26,5,EA
200000224,20,MZ-FG-E108,9,EA
200000224,30,MZ-FG-C20,1,EA
200000224,40,MZ-FG-C900,1,EA
200000225,10,FG226,9,EA
200000226,10,FG226,6,EA
200000226,20,MZ-TG-Y240,5,EA
200000226,30,MZ-FG-C20,9,EA
200000226,40,MZ-FG-P010,6,EA
200000227,10,MZ-TG-SR01,4,EA
200000227,20,MZ-FG-C990,2,EA
200000227,30,MZ-TG-A20,4,EA
200000228,10,MZ-TG-A25,1,EA
200000228,20,MZ-TG-A26,2,EA
200000228,30,MZ-FG-R200,4,EA
200000228,40,MZ-FG-C990,10,EA
200000228,50,MZ-TG-Y120,5,EA
200000228,60,CM-FL-V00,7,EA
200000229,10,MZ-TG-A26,6,EA
200000230,10,TG11,9,EA
200000230,20,MZ-FG-C950,7,EA
200000230,30,MZ-FG-P010,6,EA
200000230,40,MZ-FG-R100,5,EA
200000230,50,MZ-FG-E108,1,EA
200000230,60,MZ-TG-A27,10,EA
200000231,10,MZ-FG-C21,10,EA
200000231,20,TG11,7,EA
200000232,10,MZ-FG-E102,4,EA
200000232,20,MZ-FG-R300,7,EA
200000232,30,MZ-FG-E103,4,EA
200000233,10,MZ-TG-E202,4,EA
200000233,20,MZ-FG-E17,9,EA
200000233,30,CM-FL-V00,5,EA
200000233,40,MZ-FG-M550,5,EA
200000234,10,MZ-FG-P010,4,EA
200000234,20,CM-FL-V00,1,EA
200000235,10,MZ-TG-A26,5,EA
200000236,10,MZ-TG-A20,5,EA
200000236,20,MZ-FG-R100,2,EA
200000236,30,MZ-FG-E103,10,EA
200000237,10,M1,2,EA
200000237,20,M-01,9,EA
200000237,30,MZ-TG-Y120,10,EA
200000237,40,MZ-FG-C950,8,EA
200000238,10,MZ-FG-E101,3,EA
200000238,20,MZ-FG-E102,2,EA
200000238,30,MZ-FG-R200,9,EA
200000238,40,M1,6,EA
200000238,50,MZ-TG-A25,9,EA
200000238,60,MZ-FG-E108,8,EA
200000239,10,MZ-FG-E101,4,EA
200000239,20,MZ-FG-E101,9,EA
200000240,10,M-01,4,EA
200000240,20,MZ-FG-C20,5,EA
200000240,30,MZ-FG-C10,6,EA
200000240,40,MZ-TG-A26,3,EA
200000240,50,MZ-FG-E101,2,EA
200000241,10,MZ-FG-C21,3,EA
200000241,20,MZ-FG-C21,3,EA
200000241,30,MZ-FG-R300,2,EA
200000241,40,MZ-FG-E17,8,EA
200000241,50,MZ-FG-R100,3,EA
200000242,10,MZ-FG-R200,8,EA
200000242,20,MZ-FG-E15,4,EA
200000242,30,MZ-FG-C20,4,EA
200000242,40,MZ-FG-C950,2,EA
200000243,10,MZ-FG-M550,1,EA
200000243,20,MZ-FG-C10,10,EA
200000243,30,MZ-TG-A20,2,EA
200000243,40,MZ-FG-R100,7,EA
200000244,10,MZ-FG-C20,8,EA
200000245,10,MZ-FG-M500,8,EA
200000245,20,MZ-TG-A26,3,EA
200000245,30,MZ-FG-C10,6,EA
200000245,40,MZ-TG-Y200,3,EA
200000245,50,MZ-FG-R200,5,EA
200000246,10,M1,6,EA
200000246,20,M-01,9,EA
200000246,30,MZ-FG-C20,6,EA
200000246,40,MZ-FG-P010,3,EA
200000247,10,MZ-TG-E202,1,EA
200000247,20,CM-FL-V00,10,EA
200000247,30,MZ-FG-C21,6,EA
200000247,40,MZ-FG-R200,6,EA
200000248,10,MZ-TG-Y200,6,EA
200000248,20,MZ-FG-C990,6,EA
200000248,30,MZ-FG-C20,4,EA
200000248,40,CM-FL-V00,8,EA
200000249,10,M-01,3,EA
200000249,20,MZ-TG-A25,1,EA
200000249,30,MZ-FG-R100,1,EA
200000250,10,MZ-TG-SR01,7,EA
200000250,20,MZ-TG-Y120,1,EA
200000250,30,MZ-FG-E15,5,EA
200000251,10,MZ-FG-C900,10,EA
200000251,20,MZ-FG-M550,3,EA
200000251,30,MZ-TG-A25,3,EA
200000251,40,MZ-TG-A25,10,EA
200000252,10,MZ-FG-C990,1,EA
200000252,20,MZ-FG-R300,10,EA
200000252,30,MZ-TG-A20,9,EA
200000252,40,MZ-TG-E202,2,EA
200000252,50,MZ-FG-C21,9,EA
200000253,10,MZ-FG-R200,10,EA
200000253,20,MZ-TG-Y240,9,EA
200000254,10,MZ-FG-C900,5,EA
200000254,20,M-01,7,EA
200000255,10,MZ-TG-A25,6,EA
200000255,20,MZ-FG-M500,3,EA
200000255,30,MZ-FG-C10,9,EA
200000255,40,MZ-TG-SR01,6,EA
200000255,50,MZ-TG-Y200,4,EA
200000256,10,CM-FL-V00,1,EA
200000257,10,MZ-TG-A26,1,EA
200000257,20,M-01,9,EA
200000258,10,MZ-FG-M550,10,EA
200000258,20,MZ-FG-E16,8,EA
200000259,10,MZ-FG-C990,5,EA
200000259,20,MZ-TG-A26,2,EA
200000259,30,MZ-FG-E17,4,EA
200000259,40,CM-FL-V00,9,EA
200000260,10,MZ-FG-R100,9,EA
200000260,20,MZ-FG-E101,5,EA
200000261,10,M-01,2,EA
200000261,20,MZ-TG-Y240,7,EA
200000261,30,MZ-TG-Y240,7,EA
200000261,40,M1,1,EA
200000262,10,FG226,6,EA
200000262,20,MZ-TG-E202,4,EA
200000262,30,MZ-TG-A20,8,EA
200000262,40,MZ-FG-C990,4,EA
200000262,50,MZ-FG-C20,4,EA
200000263,10,MZ-FG-C950,7,EA
200000263,20,MZ-FG-R300,3,EA
200000263,30,MZ-TG-A26,5,EA
200000264,10,MZ-FG-C900,4,EA
200000264,20,MZ-TG-A27,4,EA
200000264,30,MZ-FG-E103,1,EA
200000265,10,MZ-FG-E16,10,EA
200000265,20,MZ-FG-R200,9,EA
200000265,30,MZ-FG-C10,1,EA
200000265,40,MZ-TG-Y200,9,EA
200000265,50,MZ-TG-A20,6,EA
200000266,10,M-01,9,EA
200000266,20,MZ-FG-C10,7,EA
200000266,30,MZ-FG-C20,7,EA
200000266,40,MZ-TG-E202,7,EA
200000267,10,MZ-FG-E101,4,EA
200000268,10,MZ-FG-C950,1,EA
200000268,20,MZ-FG-C900,2,EA
200000268,30,MZ-FG-C20,8,EA
200000268,40,FG226,2,EA
200000269,10,MZ-FG-E17,5,EA
200000269,20,MZ-FG-M500,3,EA
200000269,30,MZ-FG-C10,5,EA
200000269,40,MZ-FG-E108,9,EA
200000269,50,MZ-FG-E15,8,EA
200000270,10,MZ-FG-E102,4,EA
200000270,20,FG226,8,EA
200000270,30,MZ-TG-SR01,3,EA
200000270,40,MZ-FG-C10,1,EA
200000271,10,MZ-FG-E101,6,EA
200000272,10,MZ-FG-M500,7,EA
200000272,20,MZ-TG-A26,10,EA
200000272,30,MZ-FG-R200,8,EA
200000272,40,MZ-TG-A20,6,EA
200000272,50,MZ-FG-M500,4,EA
200000272,60,MZ-FG-M550,10,EA
200000273,10,M-01,2,EA
200000273,20,MZ-TG-A27,1,EA
200000273,30,MZ-FG-E17,4,EA
200000273,40,MZ-FG-E108,2,EA
200000273,50,MZ-FG-E17,1,EA
200000274,10,MZ-FG-E17,10,EA
200000274,20,MZ-FG-C10,7,EA
200000274,30,MZ-FG-E103,1,EA
200000275,10,MZ-FG-R200,4,EA
200000275,20,MZ-FG-R200,6,EA
200000275,30,MZ-FG-P010,8,EA
200000275,40,MZ-FG-C900,4,EA
200000275,50,MZ-FG-E101,4,EA
200000275,60,MZ-FG-E16,4,EA
200000276,10,MZ-TG-A26,6,EA
200000276,20,TG11,4,EA
200000276,30,MZ-FG-C20,9,EA
200000276,40,MZ-FG-C21,10,EA
200000277,10,MZ-FG-C950,1,EA
200000277,20,MZ-TG-SR01,2,EA
200000277,30,MZ-FG-C21,6,EA
200000277,40,MZ-FG-P010,3,EA
200000277,50,CM-FL-V00,10,EA
200000278,10,M-01,3,EA
200000279,10,MZ-FG-C900,2,EA
200000279,20,MZ-TG-A20,4,EA
200000280,10,M1,6,EA
200000280,20,MZ-FG-R200,6,EA
200000280,30,MZ-FG-E15,2,EA
200000281,10,MZ-FG-E15,10,EA
200000281,20,MZ-FG-M500,8,EA
200000281,30,TG11,1,EA
200000281,40,MZ-FG-M525,3,EA
200000281,50,MZ-FG-C20,2,EA
200000282,10,MZ-TG-SR01,3,EA
200000282,20,MZ-FG-E16,8,EA
200000283,10,MZ-FG-C10,8,EA
200000283,20,MZ-FG-M550,5,EA
200000283,30,MZ-FG-C900,7,EA
200000284,10,MZ-FG-E17,8,EA
200000284,20,MZ-TG-A20,5,EA
200000284,30,MZ-FG-R200,9,EA
200000284,40,MZ-FG-R300,8,EA
200000284,50,MZ-TG-A25,10,EA
200000284,60,MZ-FG-E108,1,EA
200000285,10,MZ-FG-E17,8,EA
200000285,20,MZ-FG-E103,1,EA
200000285,30,MZ-FG-P010,5,EA
200000285,40,MZ-FG-C20,10,EA
200000285,50,MZ-TG-Y120,2,EA
200000285,60,MZ-TG-Y200,4,EA
200000286,10,MZ-FG-M525,9,EA
200000286,20,MZ-FG-P010,5,EA
200000286,30,MZ-TG-A20,4,EA
200000286,40,MZ-FG-E102,3,EA
200000286,50,MZ-TG-A27,1,EA
200000287,10,MZ-TG-E202,7,EA
200000287,20,MZ-FG-C950,5,EA
200000287,30,M1,2,EA
200000288,10,MZ-FG-C10,6,EA
200000288,20,MZ-FG-E102,8,EA
200000288,30,MZ-FG-R200,8,EA
200000288,40,MZ-FG-E101,7,EA
200000288,50,MZ-FG-R300,5,EA
200000288,60,MZ-TG-A27,7,EA
200000289,10,MZ-TG-Y240,2,EA
200000289,20,MZ-FG-M500,10,EA
200000289,30,MZ-TG-A26,8,EA
200000289,40,FG226,9,EA
200000289,50,MZ-TG-A26,4,EA
200000290,10,MZ-FG-C950,6,EA
200000290,20,MZ-TG-Y240,7,EA
200000291,10,MZ-FG-M500,10,EA
200000291,20,CM-FL-V00,6,EA
200000291,30,MZ-FG-E102,8,EA
200000291,40,MZ-FG-E16,1,EA
200000291,50,MZ-FG-C950,2,EA
200000291,60,MZ-TG-A26,1,EA
200000292,10,MZ-TG-A20,10,EA
200000292,20,M1,4,EA
200000293,10,MZ-FG-E16,10,EA
200000294,10,MZ-FG-E101,2,EA
200000294,20,M-01,10,EA
200000294,30,MZ-TG-A20,7,EA
200000294,40,FG226,1,EA
200000294,50,MZ-FG-C21,7,EA
200000295,10,MZ-FG-P010,1,EA
200000295,20,MZ-TG-E202,9,EA
200000295,30,MZ-FG-P010,3,EA
200000295,40,MZ-FG-C990,1,EA
200000295,50,M1,4,EA
200000295,60,MZ-TG-Y120,4,EA
200000296,10,MZ-FG-E16,7,EA
200000296,20,MZ-FG-M525,1,EA
200000297,10,MZ-TG-Y120,9,EA
200000297,20,MZ-TG-Y200,4,EA
200000297,30,MZ-FG-M550,9,EA
200000298,10,MZ-FG-C990,1,EA
200000298,20,MZ-FG-E108,7,EA
200000298,30,MZ-FG-R200,2,EA
200000298,40,MZ-FG-C10,4,EA
200000298,50,MZ-TG-SR01,1,EA
200000298,60,MZ-FG-C950,7,EA
200000299,10,MZ-TG-SR01,2,EA
200000300,10,MZ-FG-C10,1,EA
200000300,20,MZ-FG-E15,3,EA
200000300,30,MZ-FG-P010,9,EA
200000300,40,MZ-FG-R100,7,EA
200000300,50,MZ-TG-A20,10,EA
200000300,60,MZ-TG-E202,3,EA
200000301,10,MZ-TG-A25,4,EA
200000301,20,MZ-FG-E17,4,EA
200000301,30,M1,6,EA
200000301,40,MZ-FG-C990,9,EA
200000301,50,MZ-FG-E15,5,EA
200000302,10,MZ-FG-M550,8,EA
200000302,20,MZ-FG-C10,9,EA
200000302,30,MZ-FG-E103,6,EA
200000303,10,CM-FL-V00,6,EA
200000303,20,MZ-FG-R300,4,EA
200000303,30,MZ-FG-P010,8,EA
200000303,40,MZ-FG-E101,5,EA
200000303,50,MZ-TG-A20,5,EA
200000303,60,M1,5,EA
200000304,10,MZ-TG-A20,6,EA
200000305,10,MZ-FG-E16,8,EA
200000306,10,MZ-TG-A27,4,EA
200000306,20,CM-FL-V00,10,EA
200000306,30,MZ-FG-E103,1,EA
200000307,10,MZ-TG-E202,10,EA
200000307,20,TG11,6,EA
200000307,30,MZ-FG-R200,5,EA
200000308,10,MZ-FG-M500,10,EA
200000308,20,MZ-TG-A27,2,EA
200000309,10,MZ-FG-C21,4,EA
200000309,20,CM-FL-V00,7,EA
200000309,30,MZ-FG-P010,7,EA
200000310,10,FG226,2,EA
200000310,20,MZ-FG-E102,3,EA
200000310,30,MZ-TG-SR01,8,EA
200000310,40,MZ-TG-SR01,5,EA
200000311,10,MZ-TG-SR01,5,EA
200000312,10,MZ-FG-E102,10,EA
200000312,20,MZ-FG-R100,10,EA
200000312,30,MZ-FG-R200,6,EA
200000312,40,MZ-TG-SR01,5,EA
200000312,50,MZ-TG-A25,1,EA
200000312,60,MZ-FG-M550,1,EA
200000313,10,MZ-FG-R100,10,EA
200000314,10,MZ-FG-R100,8,EA
200000314,20,MZ-FG-E17,1,EA
200000314,30,MZ-FG-E103,8,EA
200000315,10,MZ-FG-C900,1,EA
200000315,20,MZ-FG-R200,10,EA
200000315,30,MZ-FG-E15,4,EA
200000316,10,MZ-FG-C10,5,EA
200000317,10,M-01,8,EA
200000317,20,MZ-FG-E108,1,EA
200000317,30,M-01,2,EA
200000317,40,MZ-FG-R300,5,EA
200000317,50,MZ-FG-M500,9,EA
200000318,10,MZ-FG-E16,9,EA
200000318,20,MZ-TG-A27,5,EA
200000318,30,MZ-FG-E103,9,EA
200000319,10,MZ-FG-C900,4,EA
200000320,10,MZ-TG-Y120,4,EA
200000320,20,MZ-FG-C21,9,EA
200000320,30,MZ-FG-P010,3,EA
200000320,40,MZ-FG-C20,5,EA
200000320,50,TG11,9,EA
200000320,60,MZ-FG-C900,2,EA
200000321,10,TG11,2,EA
200000322,10,MZ-FG-P010,8,EA
200000322,20,MZ-TG-Y240,4,EA
200000322,30,MZ-TG-A20,7,EA
200000322,40,MZ-TG-A25,10,EA
200000322,50,MZ-FG-C950,10,EA
200000323,10,MZ-FG-M550,9,EA
200000323,20,MZ-FG-M550,8,EA
200000324,10,MZ-FG-E16,10,EA
200000324,20,MZ-FG-E17,7,EA
200000324,30,MZ-FG-R200,6,EA
200000324,40,MZ-TG-SR01,5,EA
200000324,50,MZ-TG-Y120,6,EA
200000324,60,MZ-FG-E103,5,EA
200000325,10,TG11,6,EA
200000325,20,MZ-TG-A20,3,EA
200000325,30,MZ-FG-P010,4,EA
200000325,40,MZ-FG-E102,7,EA
200000325,50,MZ-FG-M550,3,EA
200000325,60,MZ-TG-E202,10,EA
200000326,10,M1,9,EA
200000326,20,FG226,10,EA
200000327,10,MZ-TG-A20,8,EA
200000327,20,MZ-FG-C900,5,EA
200000328,10,MZ-FG-M500,2,EA
200000328,20,MZ-FG-E108,2,EA
200000329,10,CM-FL-V00,1,EA
200000330,10,M1,3,EA
200000330,20,MZ-FG-C950,4,EA
200000331,10,MZ-FG-C20,2,EA
200000331,20,MZ-FG-E108,6,EA
200000331,30,MZ-FG-E17,1,EA
200000331,40,MZ-FG-C20,10,EA
200000332,10,M1,7,EA
200000332,20,CM-FL-V00,1,EA
200000332,30,MZ-FG-C20,2,EA
200000332,40,MZ-FG-E15,9,EA
200000333,10,MZ-TG-E202,8,EA
200000333,20,MZ-TG-A27,1,EA
200000333,30,MZ-FG-C900,10,EA
200000333,40,MZ-FG-E17,3,EA
200000333,50,MZ-FG-E103,4,EA
200000334,10,MZ-TG-A27,10,EA
200000334,20,MZ-FG-E15,2,EA
200000335,10,MZ-TG-A25,1,EA
200000335,20,MZ-TG-SR01,7,EA
200000335,30,MZ-TG-SR01,7,EA
200000335,40,MZ-TG-A26,4,EA
200000336,10,M1,6,EA
200000336,20,MZ-FG-P010,8,EA
200000336,30,MZ-TG-A20,2,EA
200000336,40,MZ-TG-Y240,10,EA
200000336,50,MZ-FG-R200,6,EA
200000337,10,MZ-FG-E103,8,EA
200000337,20,MZ-FG-M550,7,EA
200000337,30,MZ-FG-C900,4,EA
200000337,40,MZ-FG-R200,9,EA
200000337,50,FG226,8,EA
200000337,60,MZ-FG-C10,7,EA
200000338,10,MZ-FG-E16,4,EA
200000338,20,MZ-FG-R200,3,EA
200000339,10,MZ-FG-E15,1,EA
200000339,20,TG11,4,EA
200000339,30,MZ-FG-C950,6,EA
200000339,40,MZ-FG-C990,2,EA
200000339,50,MZ-FG-E101,4,EA
200000339,60,MZ-FG-C900,4,EA
200000340,10,MZ-FG-E15,7,EA
200000341,10,MZ-FG-E15,7,EA
200000341,20,M1,10,EA
200000341,30,M1,4,EA
200000341,40,MZ-FG-C900,3,EA
200000341,50,CM-FL-V00,3,EA
200000341,60,MZ-TG-Y240,2,EA
200000342,10,FG226,3,EA
200000342,20,MZ-FG-R100,9,EA
200000342,30,MZ-FG-C20,6,EA
200000342,40,MZ-FG-E16,5,EA
200000343,10,MZ-FG-C10,6,EA
200000343,20,MZ-FG-E108,6,EA
200000343,30,MZ-FG-C10,7,EA
200000343,40,MZ-FG-E17,1,EA
200000344,10,MZ-FG-C900,3,EA
200000344,20,MZ-FG-R300,9,EA
200000345,10,MZ-TG-E202,5,EA
200000345,20,MZ-FG-C900,8,EA
200000345,30,MZ-FG-C10,10,EA
200000345,40,MZ-TG-A26,9,EA
200000345,50,MZ-FG-M550,4,EA
200000346,10,TG11,8,EA
200000347,10,MZ-FG-M500,5,EA
200000347,20,MZ-FG-R100,1,EA
200000348,10,MZ-FG-E108,8,EA
200000348,20,TG11,2,EA
200000348,30,MZ-FG-E103,2,EA
200000349,10,MZ-FG-E16,7,EA
200000349,20,MZ-FG-C10,6,EA
200000350,10,MZ-FG-R200,8,EA
200000351,10,MZ-FG-C10,10,EA
200000351,20,MZ-FG-M550,8,EA
200000351,30,M1,7,EA
200000351,40,MZ-FG-E103,6,EA
200000351,50,MZ-TG-E202,9,EA
200000351,60,MZ-FG-M500,7,EA
200000352,10,MZ-TG-Y240,6,EA
200000352,20,MZ-FG-M525,8,EA
200000352,30,MZ-FG-C20,1,EA
200000352,40,MZ-FG-R100,7,EA
200000353,10,MZ-FG-E15,6,EA
200000353,20,TG11,4,EA
200000353,30,MZ-TG-Y240,7,EA
200000353,40,MZ-FG-E101,8,EA
200000353,50,M1,8,EA
200000353,60,MZ-FG-E108,10,EA
200000354,10,TG11,10,EA
200000354,20,MZ-FG-M550,8,EA
200000354,30,MZ-TG-A20,8,EA
200000354,40,MZ-FG-E101,7,EA
200000354,50,MZ-FG-C10,9,EA
200000355,10,MZ-FG-E103,1,EA
200000356,10,MZ-FG-P010,9,EA
200000356,20,FG226,8,EA
200000356,30,MZ-TG-A20,3,EA
200000356,40,CM-FL-V00,3,EA
200000356,50,MZ-FG-E102,2,EA
200000357,10,MZ-FG-E103,2,EA
200000357,20,MZ-TG-SR01,9,EA
200000357,30,MZ-TG-A25,5,EA
200000357,40,MZ-FG-E101,1,EA
200000357,50,MZ-TG-Y240,1,EA
200000357,60,MZ-FG-C21,1,EA
200000358,10,FG226,10,EA
200000358,20,MZ-FG-R200,4,EA
200000358,30,MZ-TG-A20,3,EA
200000358,40,MZ-FG-R300,4,EA
200000358,50,MZ-FG-M550,10,EA
200000359,10,MZ-FG-R300,8,EA
200000359,20,MZ-TG-A20,6,EA
200000359,30,MZ-TG-A20,8,EA
200000360,10,MZ-FG-P010,9,EA
200000360,20,MZ-FG-E102,6,EA
200000360,30,MZ-FG-E15,2,EA
200000361,10,MZ-FG-C10,6,EA
200000361,20,MZ-TG-A20,1,EA
200000362,10,MZ-FG-M500,3,EA
200000363,10,MZ-FG-E102,10,EA
200000363,20,MZ-FG-E102,10,EA
200000364,10,MZ-TG-Y240,2,EA
200000364,20,MZ-FG-E17,5,EA
200000364,30,MZ-TG-A20,10,EA
200000364,40,MZ-TG-SR01,5,EA
200000364,50,MZ-TG-E202,4,EA
200000365,10,MZ-FG-C20,5,EA
200000366,10,MZ-TG-Y240,10,EA
200000366,20,MZ-TG-A25,8,EA
200000366,30,MZ-FG-E103,10,EA
200000367,10,MZ-FG-R300,6,EA
200000367,20,CM-FL-V00,10,EA
200000368,10,MZ-TG-E202,5,EA
200000368,20,MZ-TG-A25,5,EA
200000369,10,MZ-FG-M525,2,EA
200000369,20,MZ-FG-E108,3,EA
200000369,30,MZ-FG-C990,9,EA
200000370,10,MZ-TG-A25,2,EA
200000371,10,MZ-FG-C20,8,EA
200000371,20,MZ-FG-P010,4,EA
200000371,30,MZ-FG-E16,5,EA
200000371,40,MZ-FG-C990,3,EA
200000371,50,MZ-TG-Y120,3,EA
200000372,10,MZ-FG-M550,8,EA
200000372,20,MZ-TG-SR01,2,EA
200000372,30,MZ-FG-R200,2,EA
200000372,40,MZ-FG-C20,6,EA
200000372,50,MZ-FG-M500,7,EA
200000372,60,M-01,3,EA
200000373,10,MZ-TG-Y200,2,EA
200000373,20,MZ-FG-E16,10,EA
200000373,30,MZ-FG-E17,9,EA
200000373,40,MZ-FG-P010,4,EA
200000373,50,MZ-FG-E15,8,EA
200000374,10,MZ-FG-E102,1,EA
200000374,20,MZ-FG-C950,1,EA
200000374,30,MZ-FG-C20,3,EA
200000374,40,MZ-FG-C990,1,EA
200000375,10,M1,8,EA
200000375,20,MZ-FG-M550,1,EA
200000375,30,MZ-FG-E15,7,EA
200000376,10,MZ-FG-M500,5,EA
200000377,10,MZ-FG-R100,10,EA
200000377,20,FG226,7,EA
200000378,10,MZ-FG-E15,6,EA
200000378,20,MZ-TG-Y200,2,EA
200000378,30,MZ-FG-E103,6,EA
200000379,10,MZ-FG-E103,8,EA
200000379,20,MZ-TG-E202,6,EA
200000379,30,M-01,8,EA
200000379,40,MZ-FG-E101,2,EA
200000379,50,MZ-TG-E202,8,EA
200000379,60,MZ-FG-C21,3,EA
200000380,10,MZ-FG-C20,2,EA
200000380,20,FG226,7,EA
200000380,30,MZ-FG-C10,2,EA
200000380,40,MZ-FG-E15,2,EA
200000380,50,MZ-TG-Y120,7,EA
200000381,10,MZ-FG-C950,2,EA
200000381,20,MZ-FG-M500,8,EA
200000382,10,MZ-FG-M500,4,EA
200000382,20,MZ-FG-C21,8,EA
200000382,30,MZ-TG-A20,10,EA
200000382,40,MZ-FG-C990,2,EA
200000382,50,MZ-FG-R300,5,EA
200000383,10,MZ-TG-SR01,1,EA
200000383,20,MZ-FG-C950,2,EA
200000383,30,MZ-TG-A20,3,EA
200000384,10,MZ-FG-C20,5,EA
200000384,20,MZ-FG-C20,5,EA
200000384,30,MZ-TG-A20,9,EA
200000384,40,MZ-TG-A20,8,EA
200000384,50,MZ-TG-Y240,7,EA
200000385,10,MZ-FG-M500,4,EA
200000385,20,MZ-FG-E103,3,EA
200000385,30,MZ-FG-P010,8,EA
200000385,40,MZ-FG-R200,5,EA
200000385,50,MZ-FG-M550,7,EA
200000385,60,MZ-TG-Y200,6,EA
200000386,10,CM-FL-V00,4,EA
